working dir: /data/zjl/192-torch2/VideoX-master/X-CLIP/Output/
Train: [0/300][0/9357]	eta 11:50:01 lr 0.000000000	time 4.5529 (4.5529)	tot_loss 0.1733 (0.1733)	mem 3757MB
Train: [2/300][8800/9357]	eta 0:03:11 lr 0.000001176	time 0.2350 (0.3443)	tot_loss 0.1323 (0.3314)	mem 6729MB
Train: [2/300][8850/9357]	eta 0:02:54 lr 0.000001178	time 0.2623 (0.3439)	tot_loss 0.1166 (0.3315)	mem 6729MB
Train: [2/300][8900/9357]	eta 0:02:36 lr 0.000001180	time 0.2513 (0.3435)	tot_loss 0.6932 (0.3316)	mem 6729MB
Train: [2/300][8950/9357]	eta 0:02:19 lr 0.000001182	time 0.2615 (0.3430)	tot_loss 0.2263 (0.3317)	mem 6729MB
Train: [2/300][9000/9357]	eta 0:02:02 lr 0.000001185	time 0.2430 (0.3426)	tot_loss 0.1715 (0.3315)	mem 6729MB
Train: [2/300][9050/9357]	eta 0:01:45 lr 0.000001187	time 0.2378 (0.3421)	tot_loss 0.4914 (0.3316)	mem 6729MB
Train: [2/300][9100/9357]	eta 0:01:27 lr 0.000001189	time 0.2445 (0.3417)	tot_loss 0.1157 (0.3314)	mem 6729MB
Train: [2/300][9150/9357]	eta 0:01:10 lr 0.000001191	time 0.2466 (0.3413)	tot_loss 0.4195 (0.3315)	mem 6729MB
Train: [2/300][9200/9357]	eta 0:00:53 lr 0.000001193	time 0.2537 (0.3409)	tot_loss 0.1531 (0.3314)	mem 6729MB
Train: [2/300][9250/9357]	eta 0:00:36 lr 0.000001195	time 0.2560 (0.3405)	tot_loss 0.4527 (0.3316)	mem 6729MB
Train: [2/300][9300/9357]	eta 0:00:19 lr 0.000001198	time 0.2475 (0.3401)	tot_loss 0.2364 (0.3317)	mem 6729MB
Train: [2/300][9350/9357]	eta 0:00:02 lr 0.000001200	time 0.2358 (0.3396)	tot_loss 0.2811 (0.3315)	mem 6729MB
EPOCH 2 training takes 0:52:57
1 views inference
Test: [0/1170]	Acc@1: 100.000	
Test: [50/1170]	Acc@1: 65.686	
Test: [100/1170]	Acc@1: 62.376	
Test: [150/1170]	Acc@1: 62.252	
Test: [200/1170]	Acc@1: 62.687	
Test: [250/1170]	Acc@1: 61.155	
Test: [300/1170]	Acc@1: 60.797	
Test: [350/1170]	Acc@1: 62.108	
Test: [400/1170]	Acc@1: 62.968	
Test: [450/1170]	Acc@1: 63.193	
Test: [500/1170]	Acc@1: 63.074	
Test: [550/1170]	Acc@1: 62.976	
Test: [600/1170]	Acc@1: 62.895	
Test: [650/1170]	Acc@1: 62.903	
Test: [700/1170]	Acc@1: 63.053	
Test: [750/1170]	Acc@1: 63.515	
Test: [800/1170]	Acc@1: 63.171	
Test: [850/1170]	Acc@1: 62.867	
Test: [900/1170]	Acc@1: 62.819	
Test: [950/1170]	Acc@1: 62.671	
Test: [1000/1170]	Acc@1: 62.687	
Test: [1050/1170]	Acc@1: 62.750	
Test: [1100/1170]	Acc@1: 62.670	
Test: [1150/1170]	Acc@1: 62.815	
 * Acc@1 62.821 Acc@5 98.120 UAR 49.518Accuracy of the network on the 2340 test videos: 62.8%
Max accuracy: 63.16%, Current UAR : 51.36%, Max UAR :51.36%Train: [3/300][0/9357]	eta 4:59:28 lr 0.000001200	time 1.9203 (1.9203)	tot_loss 0.3165 (0.3165)	mem 6729MB
Train: [3/300][50/9357]	eta 0:46:37 lr 0.000001202	time 0.2559 (0.3005)	tot_loss 0.3734 (0.3578)	mem 6729MB
Train: [3/300][100/9357]	eta 0:43:58 lr 0.000001204	time 0.2793 (0.2851)	tot_loss 0.1595 (0.3440)	mem 6729MB
Train: [3/300][150/9357]	eta 0:42:48 lr 0.000001206	time 0.2612 (0.2790)	tot_loss 0.2206 (0.3399)	mem 6729MB
Train: [3/300][200/9357]	eta 0:43:14 lr 0.000001209	time 0.2531 (0.2833)	tot_loss 0.2548 (0.3239)	mem 6729MB
Train: [3/300][250/9357]	eta 0:42:29 lr 0.000001211	time 0.2527 (0.2799)	tot_loss 0.4078 (0.3254)	mem 6729MB
Train: [3/300][300/9357]	eta 0:41:48 lr 0.000001213	time 0.2206 (0.2769)	tot_loss 0.1150 (0.3220)	mem 6729MB
Train: [3/300][350/9357]	eta 0:41:12 lr 0.000001215	time 0.2497 (0.2745)	tot_loss 0.1887 (0.3189)	mem 6729MB
Train: [3/300][400/9357]	eta 0:40:58 lr 0.000001217	time 0.2496 (0.2745)	tot_loss 0.1974 (0.3151)	mem 6729MB
Train: [3/300][450/9357]	eta 0:40:34 lr 0.000001219	time 0.2540 (0.2733)	tot_loss 0.1138 (0.3211)	mem 6729MB
Train: [3/300][500/9357]	eta 0:40:17 lr 0.000001221	time 0.2685 (0.2729)	tot_loss 0.6482 (0.3234)	mem 6729MB
Train: [3/300][550/9357]	eta 0:40:02 lr 0.000001223	time 0.2465 (0.2728)	tot_loss 0.1639 (0.3234)	mem 6729MB
Train: [3/300][600/9357]	eta 0:39:48 lr 0.000001226	time 0.2303 (0.2727)	tot_loss 0.1608 (0.3216)	mem 6729MB
Train: [3/300][650/9357]	eta 0:39:27 lr 0.000001228	time 0.2547 (0.2719)	tot_loss 0.2000 (0.3256)	mem 6729MB
Train: [3/300][700/9357]	eta 0:39:15 lr 0.000001230	time 0.2509 (0.2721)	tot_loss 0.1416 (0.3265)	mem 6729MB
Train: [3/300][750/9357]	eta 0:39:00 lr 0.000001232	time 0.2777 (0.2719)	tot_loss 0.2347 (0.3248)	mem 6729MB
Train: [3/300][800/9357]	eta 0:38:46 lr 0.000001234	time 0.2526 (0.2719)	tot_loss 0.1417 (0.3247)	mem 6729MB
Train: [3/300][850/9357]	eta 0:38:32 lr 0.000001236	time 0.2552 (0.2718)	tot_loss 0.3912 (0.3243)	mem 6729MB
Train: [3/300][900/9357]	eta 0:38:19 lr 0.000001238	time 0.2472 (0.2719)	tot_loss 0.2020 (0.3244)	mem 6729MB
Train: [3/300][950/9357]	eta 0:38:05 lr 0.000001240	time 0.2800 (0.2718)	tot_loss 0.1815 (0.3253)	mem 6729MB
Train: [3/300][1000/9357]	eta 0:37:52 lr 0.000001243	time 0.2780 (0.2719)	tot_loss 0.6995 (0.3255)	mem 6729MB
Train: [3/300][1050/9357]	eta 0:37:39 lr 0.000001245	time 0.2786 (0.2720)	tot_loss 0.2054 (0.3258)	mem 6729MB
Train: [3/300][1100/9357]	eta 0:37:25 lr 0.000001247	time 0.2491 (0.2720)	tot_loss 0.4434 (0.3250)	mem 6729MB
Train: [3/300][1150/9357]	eta 0:37:13 lr 0.000001249	time 0.2505 (0.2721)	tot_loss 0.1153 (0.3244)	mem 6729MB
Train: [3/300][1200/9357]	eta 0:37:00 lr 0.000001251	time 0.2727 (0.2722)	tot_loss 0.1140 (0.3249)	mem 6729MB
Train: [3/300][1250/9357]	eta 0:36:48 lr 0.000001253	time 0.2587 (0.2724)	tot_loss 0.1215 (0.3254)	mem 6729MB
Train: [3/300][1300/9357]	eta 0:36:35 lr 0.000001256	time 0.2791 (0.2725)	tot_loss 0.1271 (0.3235)	mem 6729MB
Train: [3/300][1350/9357]	eta 0:36:21 lr 0.000001258	time 0.2526 (0.2725)	tot_loss 0.1861 (0.3238)	mem 6729MB
Train: [3/300][1400/9357]	eta 0:36:09 lr 0.000001260	time 0.2669 (0.2726)	tot_loss 0.4079 (0.3225)	mem 6729MB
Train: [3/300][1450/9357]	eta 0:35:54 lr 0.000001262	time 0.2521 (0.2725)	tot_loss 0.7990 (0.3249)	mem 6729MB
Train: [3/300][1500/9357]	eta 0:35:40 lr 0.000001264	time 0.2551 (0.2724)	tot_loss 0.6555 (0.3253)	mem 6729MB
Train: [3/300][1550/9357]	eta 0:35:25 lr 0.000001266	time 0.2659 (0.2722)	tot_loss 0.2092 (0.3248)	mem 6729MB
Train: [3/300][1600/9357]	eta 0:35:12 lr 0.000001268	time 0.2666 (0.2723)	tot_loss 0.4565 (0.3253)	mem 6729MB
Train: [3/300][1650/9357]	eta 0:34:58 lr 0.000001270	time 0.2568 (0.2723)	tot_loss 0.2038 (0.3236)	mem 6729MB
Train: [3/300][1700/9357]	eta 0:34:44 lr 0.000001273	time 0.2560 (0.2723)	tot_loss 0.3624 (0.3243)	mem 6729MB
Train: [3/300][1750/9357]	eta 0:34:31 lr 0.000001275	time 0.2585 (0.2723)	tot_loss 0.1562 (0.3266)	mem 6729MB
Train: [3/300][1800/9357]	eta 0:34:17 lr 0.000001277	time 0.2500 (0.2722)	tot_loss 0.1141 (0.3259)	mem 6729MB
Train: [3/300][1850/9357]	eta 0:34:03 lr 0.000001279	time 0.2514 (0.2722)	tot_loss 0.3366 (0.3259)	mem 6729MB
Train: [3/300][1900/9357]	eta 0:33:49 lr 0.000001281	time 0.2682 (0.2721)	tot_loss 0.2039 (0.3255)	mem 6729MB
Train: [3/300][1950/9357]	eta 0:33:36 lr 0.000001283	time 0.2489 (0.2722)	tot_loss 0.2844 (0.3250)	mem 6729MB
Train: [3/300][2000/9357]	eta 0:33:23 lr 0.000001285	time 0.2767 (0.2723)	tot_loss 0.1491 (0.3256)	mem 6729MB
Train: [3/300][2050/9357]	eta 0:33:10 lr 0.000001288	time 0.2603 (0.2723)	tot_loss 0.1197 (0.3254)	mem 6729MB
Train: [3/300][2100/9357]	eta 0:32:56 lr 0.000001290	time 0.2502 (0.2724)	tot_loss 0.2706 (0.3258)	mem 6729MB
Train: [3/300][2150/9357]	eta 0:32:42 lr 0.000001292	time 0.2534 (0.2723)	tot_loss 0.1981 (0.3260)	mem 6729MB
Train: [3/300][2200/9357]	eta 0:32:28 lr 0.000001294	time 0.2381 (0.2722)	tot_loss 0.2964 (0.3257)	mem 6729MB
Train: [3/300][2250/9357]	eta 0:32:11 lr 0.000001296	time 0.2306 (0.2718)	tot_loss 0.4390 (0.3253)	mem 6729MB
Train: [3/300][2300/9357]	eta 0:31:56 lr 0.000001298	time 0.2557 (0.2716)	tot_loss 0.1174 (0.3267)	mem 6729MB
Train: [3/300][2350/9357]	eta 0:31:42 lr 0.000001300	time 0.2635 (0.2715)	tot_loss 0.1167 (0.3275)	mem 6729MB
Train: [3/300][2400/9357]	eta 0:31:28 lr 0.000001303	time 0.2552 (0.2715)	tot_loss 0.2689 (0.3285)	mem 6729MB
Train: [3/300][2450/9357]	eta 0:31:15 lr 0.000001305	time 0.2781 (0.2715)	tot_loss 0.2479 (0.3284)	mem 6729MB
Train: [3/300][2500/9357]	eta 0:31:02 lr 0.000001307	time 0.2707 (0.2716)	tot_loss 0.6224 (0.3278)	mem 6729MB
Train: [3/300][2550/9357]	eta 0:30:48 lr 0.000001309	time 0.2551 (0.2716)	tot_loss 0.2741 (0.3277)	mem 6729MB
Train: [3/300][2600/9357]	eta 0:30:34 lr 0.000001311	time 0.2315 (0.2714)	tot_loss 0.1193 (0.3274)	mem 6729MB
Train: [3/300][2650/9357]	eta 0:30:18 lr 0.000001313	time 0.2562 (0.2712)	tot_loss 0.4194 (0.3278)	mem 6729MB
Train: [3/300][2700/9357]	eta 0:30:05 lr 0.000001315	time 0.2544 (0.2713)	tot_loss 0.3901 (0.3269)	mem 6729MB
Train: [3/300][2750/9357]	eta 0:29:52 lr 0.000001317	time 0.2644 (0.2713)	tot_loss 0.2063 (0.3273)	mem 6729MB
Train: [3/300][2800/9357]	eta 0:29:38 lr 0.000001320	time 0.2549 (0.2713)	tot_loss 0.7234 (0.3278)	mem 6729MB
Train: [3/300][2850/9357]	eta 0:29:25 lr 0.000001322	time 0.2576 (0.2713)	tot_loss 0.1286 (0.3281)	mem 6729MB
Train: [3/300][2900/9357]	eta 0:29:11 lr 0.000001324	time 0.2518 (0.2713)	tot_loss 0.4031 (0.3281)	mem 6729MB
Train: [3/300][2950/9357]	eta 0:28:58 lr 0.000001326	time 0.2638 (0.2713)	tot_loss 0.1845 (0.3273)	mem 6729MB
Train: [3/300][3000/9357]	eta 0:28:44 lr 0.000001328	time 0.2595 (0.2713)	tot_loss 0.1476 (0.3270)	mem 6729MB
Train: [3/300][3050/9357]	eta 0:28:31 lr 0.000001330	time 0.2576 (0.2713)	tot_loss 1.0066 (0.3272)	mem 6729MB
Train: [3/300][3100/9357]	eta 0:28:17 lr 0.000001332	time 0.2583 (0.2713)	tot_loss 0.2496 (0.3270)	mem 6729MB
Train: [3/300][3150/9357]	eta 0:28:04 lr 0.000001335	time 0.2505 (0.2713)	tot_loss 0.1950 (0.3272)	mem 6729MB
Train: [3/300][3200/9357]	eta 0:27:50 lr 0.000001337	time 0.2528 (0.2714)	tot_loss 0.3199 (0.3279)	mem 6729MB
Train: [3/300][3250/9357]	eta 0:27:35 lr 0.000001339	time 0.2332 (0.2712)	tot_loss 0.7927 (0.3276)	mem 6729MB
Train: [3/300][3300/9357]	eta 0:27:20 lr 0.000001341	time 0.2418 (0.2709)	tot_loss 0.3064 (0.3272)	mem 6729MB
Train: [3/300][3350/9357]	eta 0:27:07 lr 0.000001343	time 0.2484 (0.2709)	tot_loss 0.1401 (0.3271)	mem 6729MB
Train: [3/300][3400/9357]	eta 0:26:53 lr 0.000001345	time 0.2477 (0.2708)	tot_loss 0.1402 (0.3273)	mem 6729MB
Train: [3/300][3450/9357]	eta 0:26:38 lr 0.000001347	time 0.2297 (0.2705)	tot_loss 0.3209 (0.3272)	mem 6729MB
Train: [3/300][3500/9357]	eta 0:26:23 lr 0.000001350	time 0.3513 (0.2703)	tot_loss 0.3401 (0.3269)	mem 6729MB
Train: [3/300][3550/9357]	eta 0:26:09 lr 0.000001352	time 0.2595 (0.2703)	tot_loss 0.1148 (0.3271)	mem 6729MB
Train: [3/300][3600/9357]	eta 0:25:55 lr 0.000001354	time 0.2466 (0.2702)	tot_loss 1.2815 (0.3273)	mem 6729MB
Train: [3/300][3650/9357]	eta 0:25:41 lr 0.000001356	time 0.2352 (0.2701)	tot_loss 0.2144 (0.3273)	mem 6729MB
Train: [3/300][3700/9357]	eta 0:25:27 lr 0.000001358	time 0.2326 (0.2700)	tot_loss 0.3903 (0.3268)	mem 6729MB
Train: [3/300][3750/9357]	eta 0:25:13 lr 0.000001360	time 0.2531 (0.2699)	tot_loss 0.2793 (0.3266)	mem 6729MB
Train: [3/300][3800/9357]	eta 0:24:59 lr 0.000001362	time 0.2634 (0.2699)	tot_loss 0.1231 (0.3266)	mem 6729MB
Train: [3/300][3850/9357]	eta 0:24:46 lr 0.000001364	time 0.2483 (0.2699)	tot_loss 0.2843 (0.3264)	mem 6729MB
Train: [3/300][3900/9357]	eta 0:24:32 lr 0.000001367	time 0.2522 (0.2699)	tot_loss 0.3002 (0.3266)	mem 6729MB
Train: [3/300][3950/9357]	eta 0:24:18 lr 0.000001369	time 0.2281 (0.2698)	tot_loss 0.3705 (0.3265)	mem 6729MB
Train: [3/300][4000/9357]	eta 0:24:04 lr 0.000001371	time 0.2581 (0.2696)	tot_loss 0.2481 (0.3268)	mem 6729MB
Train: [3/300][4050/9357]	eta 0:23:50 lr 0.000001373	time 0.2459 (0.2696)	tot_loss 0.1385 (0.3268)	mem 6729MB
Train: [3/300][4100/9357]	eta 0:23:37 lr 0.000001375	time 0.2253 (0.2696)	tot_loss 0.5343 (0.3267)	mem 6729MB
Train: [3/300][4150/9357]	eta 0:23:23 lr 0.000001377	time 0.2519 (0.2696)	tot_loss 0.1852 (0.3265)	mem 6729MB
Train: [3/300][4200/9357]	eta 0:23:10 lr 0.000001380	time 0.2346 (0.2696)	tot_loss 0.2477 (0.3267)	mem 6729MB
Train: [3/300][4250/9357]	eta 0:22:56 lr 0.000001382	time 0.2472 (0.2695)	tot_loss 0.1302 (0.3267)	mem 6729MB
Train: [3/300][4300/9357]	eta 0:22:42 lr 0.000001384	time 0.2499 (0.2693)	tot_loss 0.1620 (0.3262)	mem 6729MB
Train: [3/300][4350/9357]	eta 0:22:27 lr 0.000001386	time 0.2321 (0.2692)	tot_loss 0.1336 (0.3265)	mem 6729MB
Train: [3/300][4400/9357]	eta 0:22:14 lr 0.000001388	time 0.2546 (0.2693)	tot_loss 0.1249 (0.3272)	mem 6729MB
Train: [3/300][4450/9357]	eta 0:22:01 lr 0.000001390	time 0.2517 (0.2693)	tot_loss 0.1359 (0.3275)	mem 6729MB
Train: [3/300][4500/9357]	eta 0:21:47 lr 0.000001392	time 0.2648 (0.2693)	tot_loss 0.4373 (0.3276)	mem 6729MB
Train: [3/300][4550/9357]	eta 0:21:34 lr 0.000001394	time 0.2472 (0.2693)	tot_loss 0.5588 (0.3271)	mem 6729MB
Train: [3/300][4600/9357]	eta 0:21:21 lr 0.000001397	time 0.2584 (0.2693)	tot_loss 0.1149 (0.3267)	mem 6729MB
Train: [3/300][4650/9357]	eta 0:21:07 lr 0.000001399	time 0.2591 (0.2694)	tot_loss 0.2863 (0.3268)	mem 6729MB
Train: [3/300][4700/9357]	eta 0:20:54 lr 0.000001401	time 0.2396 (0.2694)	tot_loss 0.1194 (0.3263)	mem 6729MB
Train: [3/300][4750/9357]	eta 0:20:40 lr 0.000001403	time 0.2576 (0.2693)	tot_loss 0.3937 (0.3267)	mem 6729MB
Train: [3/300][4800/9357]	eta 0:20:27 lr 0.000001405	time 0.2820 (0.2694)	tot_loss 0.5931 (0.3267)	mem 6729MB
Train: [3/300][4850/9357]	eta 0:20:14 lr 0.000001407	time 0.2511 (0.2695)	tot_loss 0.2527 (0.3267)	mem 6729MB
Train: [3/300][4900/9357]	eta 0:20:00 lr 0.000001409	time 0.2226 (0.2694)	tot_loss 0.2726 (0.3264)	mem 6729MB
Train: [3/300][4950/9357]	eta 0:19:46 lr 0.000001411	time 0.2352 (0.2693)	tot_loss 0.2137 (0.3269)	mem 6729MB
Train: [3/300][5000/9357]	eta 0:19:32 lr 0.000001414	time 0.2393 (0.2691)	tot_loss 0.2000 (0.3266)	mem 6729MB
Train: [3/300][5050/9357]	eta 0:19:18 lr 0.000001416	time 0.2766 (0.2690)	tot_loss 0.3431 (0.3270)	mem 6729MB
Train: [3/300][5100/9357]	eta 0:19:04 lr 0.000001418	time 0.2286 (0.2689)	tot_loss 0.3687 (0.3271)	mem 6729MB
Train: [3/300][5150/9357]	eta 0:18:51 lr 0.000001420	time 0.2495 (0.2688)	tot_loss 0.1483 (0.3271)	mem 6729MB
Train: [3/300][5200/9357]	eta 0:18:36 lr 0.000001422	time 0.2177 (0.2686)	tot_loss 0.2118 (0.3275)	mem 6729MB
Train: [3/300][5250/9357]	eta 0:18:22 lr 0.000001424	time 0.2404 (0.2684)	tot_loss 0.2654 (0.3276)	mem 6729MB
Train: [3/300][5300/9357]	eta 0:18:08 lr 0.000001427	time 0.2343 (0.2682)	tot_loss 0.3645 (0.3278)	mem 6729MB
Train: [3/300][5350/9357]	eta 0:17:53 lr 0.000001429	time 0.2549 (0.2680)	tot_loss 0.5355 (0.3280)	mem 6729MB
Train: [3/300][5400/9357]	eta 0:17:40 lr 0.000001431	time 0.2574 (0.2679)	tot_loss 0.2916 (0.3276)	mem 6729MB
Train: [3/300][5450/9357]	eta 0:17:26 lr 0.000001433	time 0.2787 (0.2679)	tot_loss 0.2793 (0.3279)	mem 6729MB
Train: [3/300][5500/9357]	eta 0:17:13 lr 0.000001435	time 0.2600 (0.2680)	tot_loss 0.1287 (0.3276)	mem 6729MB
Train: [3/300][5550/9357]	eta 0:17:00 lr 0.000001437	time 0.2546 (0.2680)	tot_loss 0.2958 (0.3279)	mem 6729MB
Train: [3/300][5600/9357]	eta 0:16:46 lr 0.000001439	time 0.2573 (0.2680)	tot_loss 0.6199 (0.3281)	mem 6729MB
Train: [3/300][5650/9357]	eta 0:16:33 lr 0.000001441	time 0.2632 (0.2681)	tot_loss 0.4578 (0.3282)	mem 6729MB
Train: [3/300][5700/9357]	eta 0:16:20 lr 0.000001444	time 0.2317 (0.2681)	tot_loss 0.5460 (0.3281)	mem 6729MB
Train: [3/300][5750/9357]	eta 0:16:06 lr 0.000001446	time 0.2216 (0.2679)	tot_loss 0.2670 (0.3280)	mem 6729MB
Train: [3/300][5800/9357]	eta 0:15:52 lr 0.000001448	time 0.2417 (0.2678)	tot_loss 0.2906 (0.3282)	mem 6729MB
Train: [3/300][5850/9357]	eta 0:15:38 lr 0.000001450	time 0.2345 (0.2676)	tot_loss 0.3495 (0.3283)	mem 6729MB
Train: [3/300][5900/9357]	eta 0:15:24 lr 0.000001452	time 0.2256 (0.2674)	tot_loss 0.3017 (0.3284)	mem 6729MB
Train: [3/300][5950/9357]	eta 0:15:10 lr 0.000001454	time 0.2323 (0.2673)	tot_loss 0.2422 (0.3282)	mem 6729MB
Train: [3/300][6000/9357]	eta 0:14:56 lr 0.000001456	time 0.2347 (0.2671)	tot_loss 0.2930 (0.3282)	mem 6729MB
Train: [3/300][6050/9357]	eta 0:14:42 lr 0.000001459	time 0.2489 (0.2670)	tot_loss 0.1424 (0.3280)	mem 6729MB
Train: [3/300][6100/9357]	eta 0:14:29 lr 0.000001461	time 0.2368 (0.2670)	tot_loss 0.3161 (0.3281)	mem 6729MB
Train: [3/300][6150/9357]	eta 0:14:16 lr 0.000001463	time 0.2289 (0.2669)	tot_loss 0.1364 (0.3283)	mem 6729MB
Train: [3/300][6200/9357]	eta 0:14:02 lr 0.000001465	time 0.2366 (0.2668)	tot_loss 0.6381 (0.3284)	mem 6729MB
Train: [3/300][6250/9357]	eta 0:13:48 lr 0.000001467	time 0.2493 (0.2667)	tot_loss 0.3246 (0.3283)	mem 6729MB
Train: [3/300][6300/9357]	eta 0:13:35 lr 0.000001469	time 0.2499 (0.2666)	tot_loss 0.1463 (0.3280)	mem 6729MB
Train: [3/300][6350/9357]	eta 0:13:21 lr 0.000001471	time 0.2533 (0.2665)	tot_loss 0.1129 (0.3278)	mem 6729MB
